/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443965.fastq.gz	-	hypodermis_2
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443966.fastq.gz	-	hypodermis_1
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443967.fastq.gz	-	neurons_7
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443968.fastq.gz	-	neurons_6
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443969.fastq.gz	-	hypodermis_6
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443970.fastq.gz	-	hypodermis_5
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443971.fastq.gz	-	hypodermis_4
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443972.fastq.gz	-	hypodermis_3
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443973.fastq.gz	-	muscle_1
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443974.fastq.gz	-	hypodermis_7
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443975.fastq.gz	-	neurons_5
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443976.fastq.gz	-	neurons_4
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443977.fastq.gz	-	intestine_2
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443978.fastq.gz	-	intestine_1
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443979.fastq.gz	-	intestine_4
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443980.fastq.gz	-	intestine_3
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443981.fastq.gz	-	neurons_1
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443982.fastq.gz	-	intestine_5
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443983.fastq.gz	-	neurons_3
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443984.fastq.gz	-	neurons_2
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443985.fastq.gz	-	muscle_4
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443986.fastq.gz	-	muscle_5
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443987.fastq.gz	-	muscle_2
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443988.fastq.gz	-	muscle_3
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443989.fastq.gz	-	muscle_8
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443990.fastq.gz	-	muscle_6
/data/users/willetse0745/BIOL343/5_fastq/trimmed_elegans/SRR7443991.fastq.gz	-	muscle_7
