/data/users/waldhacw6865/BIOL343/5_fastq/trimmed_B/SRR1790682.fastq.gz	-	IAPV_1
/data/users/waldhacw6865/BIOL343/5_fastq/trimmed_B/SRR1790683.fastq.gz	-	IAPV_2
/data/users/waldhacw6865/BIOL343/5_fastq/trimmed_B/SRR1790684.fastq.gz	-	IAPV_3
/data/users/waldhacw6865/BIOL343/5_fastq/trimmed_B/SRR1790685.fastq.gz	-	Control_1
/data/users/waldhacw6865/BIOL343/5_fastq/trimmed_B/SRR1790686.fastq.gz	-	Control_2
/data/users/waldhacw6865/BIOL343/5_fastq/trimmed_B/SRR1790687.fastq.gz	-	Control_3
/data/users/waldhacw6865/BIOL343/5_fastq/trimmed_B/SRR1790688.fastq.gz	-	IAPV_4
/data/users/waldhacw6865/BIOL343/5_fastq/trimmed_B/SRR1790689.fastq.gz	-	IAPV_5
/data/users/waldhacw6865/BIOL343/5_fastq/trimmed_B/SRR1790690.fastq.gz	-	Control_4
/data/users/waldhacw6865/BIOL343/5_fastq/trimmed_B/SRR1790691.fastq.gz	-	Control_5
